image_id,subj,obj,near_metric,dist3d,gold_near,gold_any,gold_contact,pred,gold
group_0/000000,2,9,0.867494,0.201615,0,0,0,to the right of;in front of;near,
group_0/000000,2,10,0.892855,0.457248,0,0,0,to the right of;behind;near,
group_0/000000,2,11,1.088961,0.509202,0,0,0,to the right of;in front of;near,
group_0/000000,2,12,1.136305,0.460520,0,0,0,to the right of;in front of;near,
group_0/000000,3,0,0.739070,0.307819,0,0,0,to the right of;in front of;near,
group_0/000000,3,1,1.821556,0.379007,0,0,0,to the right of;in front of,
group_0/000000,3,2,2.030313,0.317965,0,0,0,to the left of;in front of,
group_0/000000,3,4,0.189374,0.270020,0,0,0,to the left of;in front of;near,
group_0/000000,3,5,1.914677,0.428756,0,0,0,to the left of;in front of,
group_0/000000,3,6,1.452104,0.466755,0,0,0,to the left of;in front of,
group_0/000000,3,7,0.667815,0.346268,0,0,0,in front of;near,
group_0/000000,3,8,1.450464,0.464762,0,0,0,to the left of;in front of,
group_0/000000,3,9,3.326392,0.502357,0,0,0,to the left of;in front of,
group_0/000000,3,10,0.000000,0.140219,0,1,1,to the right of;behind;near,on
group_0/000000,3,11,2.047787,0.792669,0,0,0,to the right of;in front of,
group_0/000000,3,12,2.576595,0.762857,0,0,0,to the left of;in front of,
group_0/000000,4,0,1.405558,0.210958,0,0,0,to the right of;in front of,
group_0/000000,4,1,1.789818,0.209682,0,0,0,to the right of;in front of,
group_0/000000,4,2,0.000000,0.082014,0,1,1,under,under
group_0/000000,4,3,0.189374,0.270020,0,0,0,to the right of;behind;near,
group_0/000000,4,5,0.739122,0.183515,0,0,0,to the left of;in front of;near,
group_0/000000,4,6,0.000000,0.215818,0,0,0,to the right of;in front of;near,
group_0/000000,4,7,0.242249,0.131954,0,1,0,to the right of;in front of;near,
group_0/000000,4,8,0.274849,0.210379,0,0,0,to the left of;in front of;near,
group_0/000000,4,9,0.922582,0.251145,0,0,0,to the right of;in front of;near,
group_0/000000,4,10,0.110354,0.404193,0,0,0,to the right of;behind;near,
group_0/000000,4,11,0.968970,0.569474,0,0,0,to the right of;in front of;near,
group_0/000000,4,12,1.108256,0.520574,0,0,0,to the right of;in front of;near,
group_0/000000,5,0,3.044964,0.371021,0,0,0,to the right of;behind,
group_0/000000,5,1,4.251382,0.329912,0,0,0,to the right of;in front of,
group_0/000000,5,2,1.356156,0.185324,0,0,0,to the right of;behind;near,
group_0/000000,5,3,1.914677,0.428756,0,0,0,to the right of;behind,
group_0/000000,5,4,0.739122,0.183515,0,0,0,to the right of;behind;near,
group_0/000000,5,6,0.881005,0.233775,0,0,0,to the right of;in front of;near,
group_0/000000,5,7,2.061906,0.245309,0,0,0,to the right of;in front of,
group_0/000000,5,8,0.000000,0.044518,0,1,0,in front of;near,in front of
group_0/000000,5,9,1.421521,0.250308,0,0,0,to the right of;in front of,
group_0/000000,5,10,0.538419,0.556202,0,0,0,to the right of;behind;near,
group_0/000000,5,11,1.621134,0.559866,0,0,0,to the right of;in front of,
group_0/000000,5,12,1.302955,0.482524,0,0,0,to the right of;in front of;near,
group_0/000000,6,0,0.652002,0.242924,0,0,0,to the right of;behind;near,
group_0/000000,6,1,0.691413,0.167519,0,0,0,to the right of;behind;near,
group_0/000000,6,2,0.000000,0.179073,0,0,0,to the left of;behind;near,
group_0/000000,6,3,1.452104,0.466755,0,0,0,to the right of;behind,
group_0/000000,6,4,0.000000,0.215818,0,0,0,to the left of;behind;near,
group_0/000000,6,5,0.881005,0.233775,0,0,0,to the left of;behind;near,
group_0/000000,6,7,0.133484,0.142611,0,0,0,to the right of;behind;near,
group_0/000000,6,8,0.423969,0.219419,0,0,0,to the left of;behind;near,
group_0/000000,6,9,0.000000,0.050166,0,1,1,under,under
group_0/000000,6,10,0.825579,0.599626,0,0,0,to the right of;behind;near,
group_0/000000,6,11,0.222391,0.365311,0,0,0,to the right of;in front of;near,
group_0/000000,6,12,0.369075,0.315510,0,0,0,in front of;near,
group_0/000000,7,0,0.695264,0.144509,0,0,0,to the right of;behind;near,
group_0/000000,7,1,0.771778,0.089866,0,0,0,to the right of;in front of;near,
group_0/000000,7,2,0.660409,0.148414,0,0,0,to the left of;behind;near,
group_0/000000,7,3,0.667815,0.346268,0,0,0,behind;near,
group_0/000000,7,4,0.242249,0.131954,1,1,0,to the left of;behind;near,near
group_0/000000,7,5,2.061906,0.245309,0,0,0,to the left of;behind,
group_0/000000,7,6,0.133484,0.142611,0,0,0,to the left of;in front of;near,
group_0/000000,7,8,1.379857,0.249212,0,0,0,to the left of;in front of,
group_0/000000,7,9,1.536842,0.190146,0,0,0,to the left of;in front of,
group_0/000000,7,10,0.388831,0.471003,0,0,0,to the right of;behind;near,
group_0/000000,7,11,1.133232,0.489038,0,0,0,to the right of;in front of;near,
group_0/000000,7,12,1.497761,0.452483,0,0,0,to the left of;in front of,
group_0/000000,8,0,2.355217,0.382313,0,0,0,to the right of;behind,
group_0/000000,8,1,3.117858,0.330227,0,0,0,to the right of;behind,
group_0/000000,8,2,0.653693,0.207955,0,0,0,to the right of;behind;near,
group_0/000000,8,3,1.450464,0.464762,0,0,0,to the right of;behind,
group_0/000000,8,4,0.274849,0.210379,0,0,0,to the right of;behind;near,
group_0/000000,8,5,0.000000,0.044518,0,1,0,behind;near,behind
group_0/000000,8,6,0.423969,0.219419,0,0,0,to the right of;in front of;near,
group_0/000000,8,7,1.379857,0.249212,0,0,0,to the right of;behind,
group_0/000000,8,9,1.063856,0.233456,0,0,0,to the right of;in front of;near,
group_0/000000,8,10,0.504082,0.592282,0,0,0,to the right of;behind;near,
group_0/000000,8,11,1.387676,0.535163,0,0,0,to the right of;in front of,
group_0/000000,8,12,1.209269,0.454708,0,0,0,to the right of;in front of;near,
group_0/000000,9,0,1.256867,0.277948,0,0,0,to the right of;behind;near,
group_0/000000,9,1,2.676594,0.207916,0,0,0,to the right of;behind,
group_0/000000,9,2,0.867494,0.201615,0,0,0,to the left of;behind;near,
group_0/000000,9,3,3.326392,0.502357,0,0,0,to the right of;behind,
group_0/000000,9,4,0.922582,0.251145,0,0,0,to the left of;behind;near,
group_0/000000,9,5,1.421521,0.250308,0,0,0,to the left of;behind,
group_0/000000,9,6,0.000000,0.050166,0,1,1,on,on
group_0/000000,9,7,1.536842,0.190146,0,0,0,to the right of;behind,
group_0/000000,9,8,1.063856,0.233456,0,0,0,to the left of;behind;near,
group_0/000000,9,10,1.507080,0.637581,0,0,0,to the right of;behind,
group_0/000000,9,11,0.216782,0.325943,0,0,0,to the right of;in front of;near,
group_0/000000,9,12,0.311611,0.271494,0,0,0,to the right of;in front of;near,
group_0/000000,10,0,0.183198,0.421318,0,0,0,to the right of;in front of;near,
group_0/000000,10,1,0.717732,0.496351,0,0,0,to the right of;in front of;near,
group_0/000000,10,2,0.892855,0.457248,0,0,0,to the left of;in front of;near,
group_0/000000,10,3,0.000000,0.140219,0,1,1,to the left of;in front of;near,under
group_0/000000,10,4,0.110354,0.404193,0,0,0,to the left of;in front of;near,
group_0/000000,10,5,0.538419,0.556202,0,0,0,to the left of;in front of;near,
group_0/000000,10,6,0.825579,0.599626,0,0,0,to the left of;in front of;near,
group_0/000000,10,7,0.388831,0.471003,0,0,0,to the left of;in front of;near,
group_0/000000,10,8,0.504082,0.592282,0,0,0,to the left of;in front of;near,
group_0/000000,10,9,1.507080,0.637581,0,0,0,to the left of;in front of,
group_0/000000,10,11,1.284276,0.924105,0,0,0,to the right of;in front of;near,
group_0/000000,10,12,1.492993,0.898381,0,0,0,to the left of;in front of,
group_0/000000,11,0,0.534399,0.518132,0,0,0,to the right of;behind;near,
group_0/000000,11,1,1.278535,0.456737,0,0,0,to the right of;behind;near,
group_0/000000,11,2,1.088961,0.509202,0,0,0,to the left of;behind;near,
group_0/000000,11,3,2.047787,0.792669,0,0,0,to the left of;behind,
group_0/000000,11,4,0.968970,0.569474,0,0,0,to the left of;behind;near,
group_0/000000,11,5,1.621134,0.559866,0,0,0,to the left of;behind,
group_0/000000,11,6,0.222391,0.365311,0,0,0,to the left of;behind;near,
group_0/000000,11,7,1.133232,0.489038,0,0,0,to the left of;behind;near,
group_0/000000,11,8,1.387676,0.535163,0,0,0,to the left of;behind,
group_0/000000,11,9,0.216782,0.325943,0,0,0,to the left of;behind;near,
group_0/000000,11,10,1.284276,0.924105,0,0,0,to the left of;behind;near,
group_0/000000,11,12,0.107375,0.105085,1,1,0,to the left of;in front of;near,near;to the left of
group_0/000000,12,0,1.053288,0.508239,0,0,0,to the right of;behind;near,
group_0/000000,12,1,1.932307,0.439153,0,0,0,to the right of;behind,
group_0/000000,12,2,1.136305,0.460520,0,0,0,to the left of;behind;near,
group_0/000000,12,3,2.576595,0.762857,0,0,0,to the right of;behind,
group_0/000000,12,4,1.108256,0.520574,0,0,0,to the left of;behind;near,
group_0/000000,12,5,1.302955,0.482524,0,0,0,to the left of;behind;near,
group_0/000000,12,6,0.369075,0.315510,0,0,0,behind;near,
group_0/000000,12,7,1.497761,0.452483,0,0,0,to the right of;behind,
group_0/000000,12,8,1.209269,0.454708,0,0,0,to the left of;behind;near,
group_0/000000,12,9,0.311611,0.271494,0,0,0,to the left of;behind;near,
group_0/000000,12,10,1.492993,0.898381,0,0,0,to the right of;behind,
group_0/000000,12,11,0.107375,0.105085,1,1,0,to the right of;behind;near,near;to the right of
group_0/000001,0,1,3.043622,0.372141,0,0,0,to the left of;in front of,
group_0/000001,0,2,0.673327,0.301267,0,0,0,to the left of;behind;near,
group_0/000001,0,3,2.157587,0.215743,0,0,0,to the left of,
group_0/000001,0,4,0.000000,0.099737,0,1,0,to the left of;in front of;near,in front of
group_0/000001,0,5,0.680993,0.144384,0,0,0,to the left of;in front of;near,
group_0/000001,0,6,0.167303,0.414499,0,0,0,to the left of;behind;near,
group_0/000001,0,7,2.391107,0.382561,0,0,0,to the left of;in front of,
group_0/000001,0,8,1.179735,0.277173,0,0,0,to the left of;in front of;near,
group_0/000001,0,9,0.597651,0.244671,0,0,0,to the left of;in front of;near,
group_0/000001,0,10,1.314348,0.210798,0,0,0,to the left of;behind;near,
group_0/000001,0,11,0.533075,0.517168,0,0,0,to the left of;in front of;near,
group_0/000001,0,12,1.003816,0.513964,0,0,0,to the left of;in front of;near,
group_0/000001,1,0,3.043622,0.372141,0,0,0,to the right of;behind,
group_0/000001,1,2,1.874351,0.425207,0,0,0,to the right of;behind,
group_0/000001,1,3,1.305819,0.187442,0,0,0,to the right of;behind;near,
group_0/000001,1,4,4.188043,0.330118,0,0,0,to the right of;in front of,
group_0/000001,1,5,2.038082,0.245530,0,0,0,to the right of;in front of,
group_0/000001,1,6,0.537975,0.552319,0,0,0,to the right of;behind;near,
group_0/000001,1,7,0.000000,0.044521,0,1,0,in front of;near,in front of
group_0/000001,1,8,1.370180,0.250173,0,0,0,to the right of;in front of;near,
group_0/000001,1,9,0.874236,0.233671,0,0,0,to the right of;in front of;near,
group_0/000001,1,10,0.755412,0.183638,0,0,0,to the right of;behind;near,
group_0/000001,1,11,1.628771,0.557809,0,0,0,to the right of;in front of,
group_0/000001,1,12,1.265425,0.487620,0,0,0,to the right of;in front of;near,
group_0/000001,2,0,0.673327,0.301267,0,0,0,to the right of;in front of;near,
group_0/000001,2,1,1.874351,0.425207,0,0,0,to the left of;in front of,
group_0/000001,2,3,1.817870,0.312111,0,0,0,to the left of;in front of,
group_0/000001,2,4,1.590674,0.370958,0,0,0,to the right of;in front of,
group_0/000001,2,5,0.617345,0.338131,0,0,0,in front of;near,
group_0/000001,2,6,0.000000,0.139830,0,1,1,to the right of;behind;near,on
group_0/000001,2,7,1.433932,0.460407,0,0,0,to the left of;in front of,
group_0/000001,2,8,3.048279,0.495186,0,0,0,to the left of;in front of,
group_0/000001,2,9,1.449830,0.461320,0,0,0,to the left of;in front of,
group_0/000001,2,10,0.094535,0.266047,0,0,0,to the left of;in front of;near,
group_0/000001,2,11,1.992342,0.785623,0,0,0,to the right of;in front of,
group_0/000001,2,12,2.425581,0.762163,0,0,0,to the left of;in front of,
group_0/000001,3,0,2.157587,0.215743,0,0,0,to the right of,
group_0/000001,3,1,1.305819,0.187442,0,0,0,to the left of;in front of;near,
group_0/000001,3,2,1.817870,0.312111,0,0,0,to the right of;behind,
group_0/000001,3,4,3.324859,0.210921,0,0,0,to the right of;in front of,
group_0/000001,3,5,0.608623,0.148074,0,0,0,to the right of;in front of;near,
group_0/000001,3,6,0.887631,0.451247,0,0,0,to the right of;behind;near,
group_0/000001,3,7,0.624965,0.209443,0,0,0,to the left of;in front of;near,
group_0/000001,3,8,0.703984,0.201323,0,0,0,to the right of;in front of;near,
group_0/000001,3,9,0.000000,0.179280,0,0,0,to the right of;in front of;near,
group_0/000001,3,10,0.000000,0.082454,0,1,1,on,on
group_0/000001,3,11,1.041874,0.508083,0,0,0,to the right of;in front of;near,
group_0/000001,3,12,1.028294,0.465991,0,0,0,to the right of;in front of;near,
group_0/000001,4,0,0.000000,0.099737,0,1,0,to the right of;behind;near,behind
group_0/000001,4,1,4.188043,0.330118,0,0,0,to the left of;behind,
group_0/000001,4,2,1.590674,0.370958,0,0,0,to the left of;behind,
group_0/000001,4,3,3.324859,0.210921,0,0,0,to the left of;behind,
group_0/000001,4,5,0.755627,0.089784,0,0,0,to the left of;behind;near,
group_0/000001,4,6,0.701972,0.488238,0,0,0,to the left of;behind;near,
group_0/000001,4,7,3.158188,0.329684,0,0,0,to the left of;in front of,
group_0/000001,4,8,2.445184,0.207759,0,0,0,to the left of;in front of,
group_0/000001,4,9,0.645550,0.170439,0,0,0,to the left of;in front of;near,
group_0/000001,4,10,1.645224,0.207477,0,0,0,to the left of;behind,
group_0/000001,4,11,1.273229,0.456505,0,0,0,to the left of;in front of;near,
group_0/000001,4,12,1.835043,0.446491,0,0,0,to the left of;in front of,
group_0/000001,5,0,0.680993,0.144384,0,0,0,to the right of;behind;near,
group_0/000001,5,1,2.038082,0.245530,0,0,0,to the left of;behind,
group_0/000001,5,2,0.617345,0.338131,0,0,0,behind;near,
group_0/000001,5,3,0.608623,0.148074,0,0,0,to the left of;behind;near,
group_0/000001,5,4,0.755627,0.089784,0,0,0,to the right of;in front of;near,
group_0/000001,5,6,0.414400,0.463114,0,0,0,to the right of;behind;near,
group_0/000001,5,7,1.385734,0.248885,0,0,0,to the left of;in front of,
group_0/000001,5,8,1.286478,0.189845,0,0,0,to the left of;in front of;near,
group_0/000001,5,9,0.104726,0.145653,0,0,0,to the left of;in front of;near,
group_0/000001,5,10,0.154721,0.128883,1,1,0,to the left of;behind;near,near
group_0/000001,5,11,1.046052,0.488196,0,0,0,to the right of;in front of;near,
group_0/000001,5,12,1.344211,0.459624,0,0,0,to the left of;in front of;near,
group_0/000001,6,0,0.167303,0.414499,0,0,0,to the right of;in front of;near,
group_0/000001,6,1,0.537975,0.552319,0,0,0,to the left of;in front of;near,
group_0/000001,6,2,0.000000,0.139830,0,1,1,to the left of;in front of;near,under
group_0/000001,6,3,0.887631,0.451247,0,0,0,to the left of;in front of;near,
group_0/000001,6,4,0.701972,0.488238,0,0,0,to the right of;in front of;near,
group_0/000001,6,5,0.414400,0.463114,0,0,0,to the left of;in front of;near,
group_0/000001,6,7,0.522811,0.587746,0,0,0,to the left of;in front of;near,
group_0/000001,6,8,1.499813,0.630332,0,0,0,to the left of;in front of,
group_0/000001,6,9,0.877765,0.594457,0,0,0,to the left of;in front of;near,
group_0/000001,6,10,0.124176,0.400105,0,0,0,to the left of;in front of;near,
group_0/000001,6,11,1.299455,0.916788,0,0,0,to the right of;in front of;near,
group_0/000001,6,12,1.484447,0.897551,0,0,0,to the left of;in front of,
group_0/000001,7,0,2.391107,0.382561,0,0,0,to the right of;behind,
group_0/000001,7,1,0.000000,0.044521,0,1,0,behind;near,behind
group_0/000001,7,2,1.433932,0.460407,0,0,0,to the right of;behind,
group_0/000001,7,3,0.624965,0.209443,0,0,0,to the right of;behind;near,
group_0/000001,7,4,3.158188,0.329684,0,0,0,to the right of;behind,
group_0/000001,7,5,1.385734,0.248885,0,0,0,to the right of;behind,
group_0/000001,7,6,0.522811,0.587746,0,0,0,to the right of;behind;near,
group_0/000001,7,8,1.079546,0.232766,0,0,0,to the right of;in front of;near,
group_0/000001,7,9,0.413578,0.218606,0,0,0,to the right of;in front of;near,
group_0/000001,7,10,0.282914,0.209492,0,0,0,to the right of;behind;near,
group_0/000001,7,11,1.425065,0.532345,0,0,0,to the right of;in front of,
group_0/000001,7,12,1.222255,0.459435,0,0,0,to the right of;in front of;near,
group_0/000001,8,0,1.179735,0.277173,0,0,0,to the right of;behind;near,
group_0/000001,8,1,1.370180,0.250173,0,0,0,to the left of;behind;near,
group_0/000001,8,2,3.048279,0.495186,0,0,0,to the right of;behind,
group_0/000001,8,3,0.703984,0.201323,0,0,0,to the left of;behind;near,
group_0/000001,8,4,2.445184,0.207759,0,0,0,to the right of;behind,
group_0/000001,8,5,1.286478,0.189845,0,0,0,to the right of;behind;near,
group_0/000001,8,6,1.499813,0.630332,0,0,0,to the right of;behind,
group_0/000001,8,7,1.079546,0.232766,0,0,0,to the left of;behind;near,
group_0/000001,8,9,0.000000,0.046425,0,1,1,on,on
group_0/000001,8,10,0.974222,0.248551,0,0,0,to the left of;behind;near,
group_0/000001,8,11,0.178437,0.324781,0,0,0,to the right of;in front of;near,
group_0/000001,8,12,0.236504,0.278381,0,0,0,to the right of;in front of;near,
group_0/000001,9,0,0.597651,0.244671,0,0,0,to the right of;behind;near,
group_0/000001,9,1,0.874236,0.233671,0,0,0,to the left of;behind;near,
group_0/000001,9,2,1.449830,0.461320,0,0,0,to the right of;behind,
group_0/000001,9,3,0.000000,0.179280,0,0,0,to the left of;behind;near,
group_0/000001,9,4,0.645550,0.170439,0,0,0,to the right of;behind;near,
group_0/000001,9,5,0.104726,0.145653,0,0,0,to the right of;behind;near,
group_0/000001,9,6,0.877765,0.594457,0,0,0,to the right of;behind;near,
group_0/000001,9,7,0.413578,0.218606,0,0,0,to the left of;behind;near,
group_0/000001,9,8,0.000000,0.046425,0,1,1,under,under
group_0/000001,9,10,0.049869,0.214654,0,0,0,to the left of;behind;near,
group_0/000001,9,11,0.186026,0.361799,0,0,0,to the right of;in front of;near,
group_0/000001,9,12,0.317513,0.319809,0,0,0,in front of;near,
group_0/000001,10,0,1.314348,0.210798,0,0,0,to the right of;in front of;near,
group_0/000001,10,1,0.755412,0.183638,0,0,0,to the left of;in front of;near,
group_0/000001,10,2,0.094535,0.266047,0,0,0,to the right of;behind;near,
group_0/000001,10,3,0.000000,0.082454,0,1,1,under,under
group_0/000001,10,4,1.645224,0.207477,0,0,0,to the right of;in front of,
group_0/000001,10,5,0.154721,0.128883,0,1,0,to the right of;in front of;near,
group_0/000001,10,6,0.124176,0.400105,0,0,0,to the right of;behind;near,
group_0/000001,10,7,0.282914,0.209492,0,0,0,to the left of;in front of;near,
group_0/000001,10,8,0.974222,0.248551,0,0,0,to the right of;in front of;near,
group_0/000001,10,9,0.049869,0.214654,0,0,0,to the right of;in front of;near,
group_0/000001,10,11,0.991860,0.566448,0,0,0,to the right of;in front of;near,
group_0/000001,10,12,1.133560,0.524679,0,0,0,to the right of;in front of;near,
group_0/000001,11,0,0.533075,0.517168,0,0,0,to the right of;behind;near,
group_0/000001,11,1,1.628771,0.557809,0,0,0,to the left of;behind,
group_0/000001,11,2,1.992342,0.785623,0,0,0,to the left of;behind,
group_0/000001,11,3,1.041874,0.508083,0,0,0,to the left of;behind;near,
group_0/000001,11,4,1.273229,0.456505,0,0,0,to the right of;behind;near,
group_0/000001,11,5,1.046052,0.488196,0,0,0,to the left of;behind;near,
group_0/000001,11,6,1.299455,0.916788,0,0,0,to the left of;behind;near,
group_0/000001,11,7,1.425065,0.532345,0,0,0,to the left of;behind,
group_0/000001,11,8,0.178437,0.324781,0,0,0,to the left of;behind;near,
group_0/000001,11,9,0.186026,0.361799,0,0,0,to the left of;behind;near,
group_0/000001,11,10,0.991860,0.566448,0,0,0,to the left of;behind;near,
group_0/000001,11,12,0.094847,0.101331,1,1,0,to the left of;in front of;near,near;to the left of
group_0/000001,12,0,1.003816,0.513964,0,0,0,to the right of;behind;near,
group_0/000001,12,1,1.265425,0.487620,0,0,0,to the left of;behind;near,
group_0/000001,12,2,2.425581,0.762163,0,0,0,to the right of;behind,
group_0/000001,12,3,1.028294,0.465991,0,0,0,to the left of;behind;near,
group_0/000001,12,4,1.835043,0.446491,0,0,0,to the right of;behind,
group_0/000001,12,5,1.344211,0.459624,0,0,0,to the right of;behind;near,
group_0/000001,12,6,1.484447,0.897551,0,0,0,to the right of;behind,
group_0/000001,12,7,1.222255,0.459435,0,0,0,to the left of;behind;near,
group_0/000001,12,8,0.236504,0.278381,0,0,0,to the left of;behind;near,
group_0/000001,12,9,0.317513,0.319809,0,0,0,behind;near,
group_0/000001,12,10,1.133560,0.524679,0,0,0,to the left of;behind;near,
group_0/000001,12,11,0.094847,0.101331,1,1,0,to the right of;behind;near,near;to the right of
group_0/000002,0,1,0.015218,0.096477,0,1,0,to the left of;in front of;near,in front of
group_0/000002,0,2,0.682690,0.307785,0,0,0,to the left of;behind;near,
group_0/000002,0,3,2.243346,0.215693,0,0,0,to the left of,
group_0/000002,0,4,1.343304,0.210971,0,0,0,to the left of;behind;near,
group_0/000002,0,5,0.715370,0.142244,0,0,0,to the left of;in front of;near,
group_0/000002,0,6,3.029805,0.365885,0,0,0,to the left of;in front of,
group_0/000002,0,7,1.245130,0.275900,0,0,0,to the left of;in front of;near,
group_0/000002,0,8,2.360816,0.383378,0,0,0,to the left of;in front of,
group_0/000002,0,9,0.650634,0.245058,0,0,0,to the left of;in front of;near,
group_0/000002,0,10,0.184952,0.418195,0,0,0,to the left of;behind;near,
group_0/000002,0,11,0.595277,0.515495,0,0,0,to the left of;in front of;near,
group_0/000002,0,12,1.129481,0.518365,0,0,0,to the left of;in front of;near,
group_0/000002,1,0,0.015218,0.096477,0,1,0,to the right of;behind;near,behind
group_0/000002,1,2,1.632281,0.375438,0,0,0,to the left of;behind,
group_0/000002,1,3,3.708965,0.208886,0,0,0,to the left of;behind,
group_0/000002,1,4,1.720007,0.207501,0,0,0,to the left of;behind,
group_0/000002,1,5,0.821031,0.089535,0,0,0,to the left of;behind;near,
group_0/000002,1,6,4.309474,0.331408,0,0,0,to the left of;behind,
group_0/000002,1,7,2.659423,0.208179,0,0,0,to the left of;in front of,
group_0/000002,1,8,3.176994,0.331553,0,0,0,to the left of;in front of,
group_0/000002,1,9,0.718547,0.171649,0,0,0,to the left of;in front of;near,
group_0/000002,1,10,0.720129,0.489562,0,0,0,to the left of;behind;near,
group_0/000002,1,11,1.356891,0.456643,0,0,0,to the left of;in front of;near,
group_0/000002,1,12,2.062393,0.452657,0,0,0,to the left of;in front of,
group_0/000002,2,0,0.682690,0.307785,0,0,0,to the right of;in front of;near,
group_0/000002,2,1,1.632281,0.375438,0,0,0,to the right of;in front of,
group_0/000002,2,3,1.804437,0.317675,0,0,0,to the left of;in front of,
group_0/000002,2,4,0.115651,0.270039,0,0,0,to the left of;in front of;near,
group_0/000002,2,5,0.622676,0.342704,0,0,0,in front of;near,
group_0/000002,2,6,1.842102,0.408918,0,0,0,to the left of;in front of,
group_0/000002,2,7,3.019500,0.499356,0,0,0,to the left of;in front of,
group_0/000002,2,8,1.380283,0.465231,0,0,0,to the left of;in front of,
group_0/000002,2,9,1.405561,0.469122,0,0,0,to the left of;in front of,
group_0/000002,2,10,0.000000,0.137758,0,1,1,to the right of;behind;near,on
group_0/000002,2,11,1.998235,0.789669,0,0,0,to the right of;in front of,
group_0/000002,2,12,2.526478,0.772529,0,0,0,to the left of;in front of,
group_0/000002,3,0,2.243346,0.215693,0,0,0,to the right of,
group_0/000002,3,1,3.708965,0.208886,0,0,0,to the right of;in front of,
group_0/000002,3,2,1.804437,0.317675,0,0,0,to the right of;behind,
group_0/000002,3,4,0.000000,0.081528,0,1,1,on,on
group_0/000002,3,5,0.713498,0.145780,0,0,0,to the right of;in front of;near,
group_0/000002,3,6,1.304348,0.172758,0,0,0,to the left of;in front of;near,
group_0/000002,3,7,0.835671,0.198484,0,0,0,to the right of;in front of;near,
group_0/000002,3,8,0.636753,0.208710,0,0,0,to the left of;in front of;near,
group_0/000002,3,9,0.000000,0.180218,0,0,0,to the right of;in front of;near,
group_0/000002,3,10,0.883319,0.454182,0,0,0,to the right of;behind;near,
group_0/000002,3,11,1.122691,0.506737,0,0,0,to the right of;in front of;near,
group_0/000002,3,12,1.220872,0.470563,0,0,0,to the right of;in front of;near,
group_0/000002,4,0,1.343304,0.210971,0,0,0,to the right of;in front of;near,
group_0/000002,4,1,1.720007,0.207501,0,0,0,to the right of;in front of,
group_0/000002,4,2,0.115651,0.270039,0,0,0,to the right of;behind;near,
group_0/000002,4,3,0.000000,0.081528,0,1,1,under,under
group_0/000002,4,5,0.206345,0.129215,0,1,0,to the right of;in front of;near,
group_0/000002,4,6,0.755809,0.170937,0,0,0,to the left of;in front of;near,
group_0/000002,4,7,0.856478,0.248467,0,0,0,to the right of;in front of;near,
group_0/000002,4,8,0.312589,0.211116,0,0,0,to the left of;in front of;near,
group_0/000002,4,9,0.000000,0.218199,0,0,0,to the right of;in front of;near,
group_0/000002,4,10,0.093862,0.401137,0,0,0,to the right of;behind;near,
